Index,Word List,N_Ltr,N_PG,NMorph,NSyll,POS,Occurrences,Freq_SUBTLEXUS,BigramF_Avg_C_Log,OLD20,BiphonP_Un,PLD20,Sem_N_D,Phonographic_N,PG_Prob_Mean,PG_Prob_Min,GP_Prob_Mean,GP_Prob_Min,GP_Freq_Mean,GP_Freq_Min,P_Freq_Mean,P_Freq_Min,G_Freq_Mean,G_Freq_Min,PG1,PG2,PG3,PG4,PG5,PG6,PG7,PG8,PG9,PG10,PG11,PG12,PG13,PG14,PG15,OR_Prob_Mean,OR_Prob_Min,OR_Freq_Mean,OR_Freq_Min,Onset1,Rime1,Onset2,Rime2,Onset3,Rime3,Onset4,Rime4,Onset5,Rime5,Onset6,Rime6
2706,establish,9,8,1,3,VB,1,2.51054501,1,3.4,1,3.4,0.65620095,0,0.763975,0.0201,0.7447375,0.0194,2.5776625,0.9542,2.841575,2.0755,2.8666875,2.0253,ə+e,s+s,t+t,æ+a,b+b,l+l,ɪ+i,ʃ+sh,,,,,,,,0.6843,0.1542,2.19392,1.5682,,ə+e,st+st,æ+a,bl+bl,ɪʃ+ish,,,,,,
8247,texture,7,6,1,2,NN|VB,1,1.929418926,1,2.25,1,2.5,0.57001293,0,0.695533333333333,0.031,0.5648,0.0516,2.42886666666667,1.7993,2.76696666666667,2.0755,2.84026666666667,2.1987,t+t,ɛ+e,ks+x,tʃ+t,ɚ+u_e,ɹ+r,,,,,,,,,,0.493625,0.0551,1.91985,1.5441,t+t,ɛks+ex,tʃ+t,ɚɹ+u_er,,,,,,,,
6812,sardine,7,6,1,2,NN,1,1.672097858,1,2.5,1,2.6,0.27774081,0,0.723766666666667,0.0721,0.705183333333333,0.0793,2.7271,1.6021,2.9871,2.734,3.03243333333333,2.6928,s+s,ɑ+a,ɹ+r,d+d,i+i_e,n+n,,,,,,,,,,0.760275,0.2703,2.3194,1.3222,s+s,ɑɹ+ar,d+d,in+i_en,,,,,,,,
3438,glue,4,3,1,1,NN|VB,1,2.478566496,1,1.65,1,1.2,0.52701926,4,0.6957,0.1765,0.825,0.6,2.28933333333333,1.2041,2.54606666666667,1.9345,2.3789,1.415,g+g,l+l,u+ue,,,,,,,,,,,,,0.8,0.6,1.42865,1.2041,gl+gl,u+ue,,,,,,,,,,
7494,soluble,7,7,1,3,JJ,1,0.954242509,1,2.75,1,2.7,0.57224351,1,0.691685714285714,0.1168,0.752228571428571,0.1304,2.43027142857143,0.8451,2.65812857142857,1.0414,2.65492857142857,1.6721,s+s,ɔ+o,l+l,ju+u,b+b,ə+_e,l+l,,,,,,,,,0.64646,0.0476,2.05442,0.301,s+s,ɔl+ol,,ju+u,b+b,əl+_el,,,,,,
4827,mailman,7,6,2,2,NN,1,2.170261715,1,2.7,1,2.85,0.28715733,1,0.82265,0.2481,0.86645,0.4635,2.70138333333333,2.2095,2.82573333333333,2.4232,2.77915,2.3424,m+m,eɪ+ai,l+l,m+m,æ+a,n+n,,,,,,,,,,0.837925,0.3517,2.079675,1,m+m,eɪl+ail,m+m,æn+an,,,,,,,,
8205,temple,6,6,1,2,NN,1,2.95230801,1,1.95,1,1.95,0.64680117,0,0.756583333333333,0.1168,0.8708,0.2756,2.71716666666667,2.4594,2.9189,2.4594,2.81415,2.4594,t+t,ɛ+e,m+m,p+p,ə+_e,l+l,,,,,,,,,,0.950975,0.8039,2.308175,1.6232,t+t,ɛm+em,p+p,əl+_el,,,,,,,,
1389,check,5,3,1,1,VB|NN,1,4.153174379,1,1.7,1,1.4,0.63499594,4,0.665633333333333,0.2372,0.689833333333333,0.2756,2.43516666666667,2.1004,2.6818,2.2648,2.65483333333333,2.1004,tʃ+ch,ɛ+e,k+ck,,,,,,,,,,,,,0.9249,0.8498,1.66965,1.0792,tʃ+ch,ɛk+eck,,,,,,,,,,
7618,splash,6,5,1,1,NN|VB,1,2.334453751,1,1.95,1,1.8,0.50678676,0,0.93354,0.8898,0.89202,0.4635,2.74642,2.0253,2.7763,2.0755,2.81346,2.0253,s+s,p+p,l+l,æ+a,ʃ+sh,,,,,,,,,,,0.9074,0.8148,1.2378,1.1139,spl+spl,æʃ+ash,,,,,,,,,,
243,animated,8,8,3,4,JJ,1,1.792391689,1,2.75,1,2.85,0.61173308,0,0.7003,0.1509,0.6030875,0.1096,2.742775,2.4232,2.9688875,2.4314,3.091175,2.7945,æ+a,n+n,ə+i,m+m,eɪ+a,t+t,ɪ+e,d+d,,,,,,,,0.597342857142857,0.1802,2.72831428571429,2.2227,,æ+a,n+n,ə+i,m+m,eɪ+a,t+t,ɪd+ed,,,,
4542,leap,4,3,1,1,NN|VB,1,2.532754379,1,1.55,1,1,0.55990565,9,0.7593,0.2884,0.84,0.52,2.4394,2.1959,2.6203,2.4594,2.53363333333333,2.4548,l+l,i+ea,p+p,,,,,,,,,,,,,1,1,1.68325,0.699,l+l,ip+eap,,,,,,,,,,
1546,cleanup,7,6,2,2,NN|VB,1,2.004321374,1,2.6,1,2.9,0.52677506,0,0.772733333333333,0.1489,0.846316666666667,0.4885,2.71303333333333,2.1271,2.89061666666667,2.4594,2.79995,2.3054,k+c,l+l,i+ea,n+n,ʌ+u,p+p,,,,,,,,,,0.875725,0.6804,2.1183,1.301,kl+cl,i+ea,n+n,ʌp+up,,,,,,,,
4289,jock,4,3,1,1,NN,1,2.660865478,1,1.5,1,1.3,0.54357052,10,0.491133333333333,0.2372,0.739433333333333,0.2291,2.32286666666667,2.1004,2.6774,2.3838,2.5374,2.1004,dʒ+j,ɑ+o,k+ck,,,,,,,,,,,,,0.9346,0.88,1.81445,1.3617,dʒ+j,ɑk+ock,,,,,,,,,,
376,ask,3,3,1,1,VB,1,4.391658329,1,1.5,1,1.55,0.63223433,1,0.767466666666667,0.4687,0.753466666666667,0.3697,2.42056666666667,2.3945,2.55573333333333,2.4314,2.581,2.3945,æ+a,s+s,k+k,,,,,,,,,,,,,1,1,0.8451,0.8451,,æsk+ask,,,,,,,,,,
1954,crocodile,9,8,1,3,NN,1,2.064457989,1,4,1,4,0.52663374,0,0.709625,0.2274,0.7072875,0.2792,2.7953125,2.4771,2.9819375,2.659,2.9923125,2.6928,k+c,ɹ+r,ɑ+o,k+c,ə+o,d+d,aɪ+i_e,l+l,,,,,,,,0.6323,0.273,2.34885,1.3979,kɹ+cr,ɑ+o,k+c,ə+o,d+d,aɪl+i_el,,,,,,
8672,ultimatum,9,9,1,4,NN,1,1.826074803,1,4.15,1,4.8,0.47008654,0,0.764655555555556,0.0558,0.706633333333333,0.137,2.63006666666667,1.9956,2.83171111111111,2.0334,2.85882222222222,2.2175,ʌ+u,l+l,t+t,ɪ+i,m+m,eɪ+a,t+t,ə+u,m+m,,,,,,,0.6851,0.2042,2.48671428571429,1.2553,,ʌl+ul,t+t,ɪ+i,m+m,eɪ+a,t+t,əm+um,,,,
3761,hateful,7,6,2,2,JJ,1,2.012837225,1,2.35,1,2.15,0.32573086,1,0.677166666666667,0.0558,0.785533333333333,0.137,2.51888333333333,2.1584,2.81833333333333,2.3284,2.70215,2.3201,h+h,eɪ+a_e,t+t,f+f,ə+u,l+l,,,,,,,,,,0.80365,0.3684,1.92325,0.9031,h+h,eɪt+a_et,f+f,əl+ul,,,,,,,,
2424,douse,5,3,1,1,VB,1,1.62324929,1,1.65,1,1.35,0.20998639,6,0.5896,0.1818,0.7206,0.3792,2.4261,1.5682,2.74673333333333,2.2989,2.601,1.6721,d+d,aʊ+ou_e,s+s,,,,,,,,,,,,,0.9565,0.913,2.0826,1.3424,d+d,aʊs+ou_es,,,,,,,,,,
5962,plow,4,3,1,1,NN|VB,1,1.986771734,1,1.45,1,1.6,0.38084468,2,0.933533333333333,0.8333,0.7633,0.2899,2.4527,1.3222,2.48276666666667,1.3979,2.627,1.8451,p+p,l+l,aʊ+ow,,,,,,,,,,,,,0.65,0.3,1.6359,1.3424,pl+pl,aʊ+ow,,,,,,,,,,
5704,patio,5,5,1,3,NN,1,2.127104798,1,1.95,1,1.8,0.43555665,0,0.76236,0.29,0.67398,0.1374,2.69152,2.1644,2.84784,2.3502,2.96396,2.1931,p+p,æ+a,t+t,i+i,oʊ+o,,,,,,,,,,,0.66424,0.133,2.66874,2.1644,p+p,æ+a,t+t,i+i,,oʊ+o,,,,,,
6529,residence,9,8,2,3,NN,1,2.625312451,1,2.5,1,2.45,0.63849872,0,0.6574,0.0191,0.6038875,0.2188,2.6186,1.699,2.9839125,2.5132,2.9045,2.3522,ɹ+r,ɛ+e,z+s,ɪ+i,d+d,ə+e_e,n+n,s+c,,,,,,,,0.68325,0.3729,2.6028,1.6335,ɹ+r,ɛ+e,z+s,ɪ+i,d+d,əns+e_enc,,,,,,
3230,frightful,9,7,2,2,JJ,1,1.77815125,1,3.35,1,2.45,0.29457721,0,0.661657142857143,0.0558,0.876714285714286,0.137,2.55482857142857,1.7993,2.90597142857143,2.3284,2.67778571428571,1.7993,f+f,ɹ+r,aɪ+igh,t+t,f+f,ə+u,l+l,,,,,,,,,0.96155,0.8462,1.81455,1.2041,fɹ+fr,aɪt+ight,f+f,əl+ul,,,,,,,,
